asin	relation	attribute
1535036575	description	Penelope Ward is a New York Times, USA Today and #1 Wall Street Journal bestselling author. She grew up in Boston with five older brothers and spent most of her twenties as a television news anchor before switching to a more family-friendly career. Penelope lives for reading books in the new adult/contemporary romance genre, coffee and hanging out with her friends and family on weekends. She is the proud mother of a beautiful 12-year-old girl with autism (the inspiration for the character Callie in Gemini) and a 10-year-old boy, both of whom are the lights of her life. Penelope, her husband and kids reside in Rhode Island. She is the author of RoomHate which hit #2 on the New York Times bestseller list and #1 on the Wall Street Journal bestseller list. Other New York Times bestsellers include Stepbrother Dearest, Cocky Bastard and Stuck-Up Suit (the latter two co-written with Vi Keeland). She is also the author of Sins of Sevin, My Skylar, Jake Undone, Jake Understood and Gemini. Email Penelope at: penelopewardauthor@gmail.com Newsletter Signup: http://bit.ly/1X725rj Facebook Author Page: https://www.facebook.com/penelopewardauthor Facebook Fan Group (Request to join!) https://www.facebook.com/groups/PenelopesPeeps/ Instagram: https://instagram.com/PenelopeWardAuthor Twitter: https://twitter.com/PenelopeAuthor Website: www.penelopewardauthor.com
1536855081	title	Full Package
1536855081	description	A #1 New York Times Bestselling author, and #1 Wall Street Journal Bestselling author, Lauren Blakely is known for her contemporary romance style that's hot, sweet and sexy. She lives in California with her family and has plotted entire novels while walking her dogs. With fourteen New York Times bestsellers, her titles have appeared on the New York Times, USA Today, and Wall Street Journal Bestseller Lists more than 90 times, and she's sold more than 2.5 million books. In March she'll release WANDERLUST, a sexy new standalone romance. To receive an email when Lauren releases a new book, sign up for her newsletter! laurenblakely.com/newsletter
1536958751	title	Womanizer
1536958751	description	"""Katy Evans once again outdid herself in one UNPUTDOWNABLE, pulse-pounding, and pleasurable penned piece of PERFECTION!!! ""-Karen McVino, Bookalicious Babes Blog""It's hot. HOTTT HOTTERHOTTEST!!!!!!! I actually really think this might just be Katy's hottest book to date. There is no shortage of steamy scenes. Intoxicating. So steamy I was left fanning myself."" Angie, Angie's Dreamy Reads""Katy Fucking Evans does it again! She brings us the steam, the smut and the all time sexy in another addictive and heartwarming story."" -Dena, Fiction Fangirls Club""Sexy, sweet, passionate, and intense, WOMANIZER was all of that and so much more!""- Shayna, Shayna's Spicy Reads""This book is just perfection: perfect cover, sexiness and tenderness, scorching and funny, and NEVER boring nor cheesy. Reading it was like being cocooned in my own world."" Isa, GR Reviewer"
1538437074	title	Real Dirty (Real Dirty Duet, Book 1)
1538437074	description	Meghan March has been known to wear camo face paint and tromp around in woods wearing mud-covered boots, all while sporting a perfect manicure. She's also impulsive, easily entertained, and absolutely unapologetic about the fact that she loves to read and write smut. Her past lives include slinging auto parts, selling lingerie, making custom jewelry, and practicing corporate law. Writing books about dirty talking alpha males and the strong, sassy women who bring them to their knees is by far the most fabulous job she's ever had.
1538514796	title	Sinful Empire  (Anti-Heroes Collection, Book 3)
1538514796	description	"'This is one book hangover I never want to wake from.' ~Harper Sloan, NYT bestselling author""So hot and explosive, I recommend having the fire department on standby."" - NYT bestselling author Laurelin Paige""Meghan March pulls you into the dark gritty belly of the underworld of New Orleans in this heart-stopping addictive series that will stay with you long after the last page."" ~T. Gephart, USA Today bestselling author""The Mount Trilogy by Meghan March concludes with the explosive, emotional, and sexy as sin, SINFUL EMPIRE! This right here is the happily ever after you've been waiting for and Ms. March couldn't have done it any better!"" ~Shayna Renee's Spicy Reads""Sinful Empire was a high-octane page-turner! A non-stop, action-packed and sexy ride that kept me riveted to the pages from beginning to end."" ~Dirty Girl Romance"
1538514796	description	Meghan March has been known to wear camo face paint and tromp around in woods wearing mud-covered boots, all while sporting a perfect manicure. She's also impulsive, easily entertained, and absolutely unapologetic about the fact that she loves to read and write smut. Her past lives include slinging auto parts, selling lingerie, making custom jewelry, and practicing corporate law. Writing books about dirty talking alpha males and the strong, sassy women who bring them to their knees is by far the most fabulous job she's ever had. 
1538745194	title	With This Man (A This Man Novel)
1538745194	description	"Malpas' writing is..spot-on with emotions.""RT Book Reviews "
1538745194	description	Jodi Ellen Malpas was born and raised in the Midlands town of Northampton, UK, where she lives with her family. Working for the family construction business fulltime and with the prospect of taking it over once her father retired, she tried to ignore the lingering idea of writing a novel until it became impossible. She finally found the time and courage to release her creative streak and in October 2012 self-published This Man as an e-book. She took a chance on a story with some intense characters, notably Mr. Jesse Ward, the Lord of the Manor, and sparked incredible reactions from women all over the world. Two months later, Jodi made the decision to give up her day job to concentrate on her new and very unexpected career in writing.
1539082423	title	A Love Letter to Whiskey
1539082423	description	Kandi Steiner is a Creative Writing and Advertising/Public Relations graduate from the University of Central Florida living in Tampa with her husband. Kandi works full time as a social media specialist, but also works part time as a Zumba fitness instructor and blackjack dealer.   Kandi started writing back in the 4th grade after reading the first Harry Potter installment. In 6th grade, she wrote and edited her own newspaper and distributed to her classmates. Eventually, the principal caught on and the newspaper was quickly halted, though Kandi tried fighting for her freedom of press. She took particular interest in writing romance after college, as she has always been a die hard hopeless romantic (like most girls brought up on Disney movies).   When Kandi isnt working or writing, you can find her reading books of all kinds, talking with her extremely vocal cat, and spending time with her friends and family. She enjoys beach days, movie marathons, live music, craft beer and sweet wine  not necessarily in that order.   Connect with Kandi: KandiSteiner.com www.facebook.com/KandiSteiner www.twitter.com/KandiSteiner
1539407144	title	Mr. President
1539407144	description	"Now a New York Times bestseller.""The chemistry between Matt and Charlotte is so explosive, I expected my kindle to combust! Mr. President is a slow burn of power painted through each page and long after the story ends. I couldn't put it down and can't wait for more!"" - Harper Sloan, New York Times and USA Today bestselling Author.""We need more books like this! Smart, intense, forbidden, hot, and thought-provoking. Katy Evans made politics sexy and alluring! A man of power, a woman of duty, and lots of stolen moments!"" - Penelope Douglas, New York Times and USA Today bestselling Author.""Politics has never been sexier!"" - Kim Karr, New York Times and USA Today bestselling Author.""Katy Evans brings the heat to DC in this must read political romance. Handsome, charming and oh so sexy, Matt Hamilton definitely has my vote!"" - Jenn Watson, Social Butterfly""Katy Evans writes the swooniest alpha heroes in the romance world, and she's just outdone herself with Matthew Hamilton. He's just the right amounts conflicted, passionate, dirty, and honorable."" -- CD Reiss, USA Today Bestselling Author""From start to finish, I couldn't put this book down. Sexy and fast-paced--Mr. President is everything I love about Katy Evans!"" - R.S. Grey, USA TODAY Bestselling Author""Mr. President by Katy Evans owned me from the first to the last page. Devastatingly sexy, gut-wrenching in it's honesty, and magnificently poetic in plot. Utterly beautiful."" - Audrey Carlan, #1 NYT Bestselling Author"
1539427765	title	Punk 57
